case_number,case_summary,lang_info,case_created_date,case_typ,case_injury_typ,case_txt,country_nme,case_supervisor_nme,case_root_cause_txt,case_immediate_cause_desc,case_unsafe_act_desc,mgmt_sys_failure_desc,case_corrective_txt,case_status,case_cmts,case_clousre_inv_complete_date,case_root_cause_desc,case_reported_date,case_report_year,case_level_severity,primary_business,primary_business_segment,site_location_nme,region,case_followup_flag,month,month_year,quarter
9688,EE was connecting the coupler to the glue machine.  The coupler is the attachment between the glue machine and glue gun.,en,2019-01-16T00:00:00.000Z,Illness,"Musculoskeletal Disorder, not otherwise specified",EE was connecting the coupler to the glue machine.  The coupler is the attachment between the glue machine and glue gun.,US,Darryl Smith,"1) Condition of the glue machine 
2) Potential back pressure by clock valves
3) New Process on cycling glue machines (Use of coupler vs. wand)",Defective/worn/maladjusted tool/equipment,Normalized Deviation,Machine Safety / Guarding,See ATS   1) Clean Machine 2) remove clock valves  3) Implement operator OEM  4) Review PM,0,ats,2.0191126E7,Inadequate Mechanical Integrity / Maintenance Management,2019-01-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Grand Forks,US,Yes,1,2019-1,Q1-2019
9689,"Victim was working at 62.2 web. She was performing resin line removing activity from VIM machine. while performing this activity, resin fell on her lt. hand.",en,2019-01-16T00:00:00.000Z,Injury,Allergic Reaction,"Victim was working at 62.2 web. She was performing resin line removing activity from VIM machine. while performing this activity, resin fell on her lt. hand.",India,Sharanabasappa M,improper PPE wear,,Proper PPE not used for task,Chemical Management,Training and awareness,0,closed point after intervention with victim,2.0190216E7,Inadequate communication,2019-01-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Vadodara,ASEAN/India/JP/KR,Yes,1,2019-1,Q1-2019
9690,"When two employees cooperated to wear the SSC cable, one employee's hand touched the sharp edge of the cable plug and was scratched when pulling the cable. (Injured employees operate more than 100 units, and two employees cooperated with 11 units after working together)",en,2019-01-11T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",两名员工配合穿SSC线时，一名员工拽线时手部与线缆插头锋利边缘接触并划伤。（受伤员工操作100台以上，两名员工合班后配合了11台）,China,Sijia Luo,,,,Unknown,,0,,-1.0,,2019-01-11T00:00:00.000Z,2019,Level D,GE Renewable Energy,On-Shore Wind,"Shenyang, China (Wind)",Greater China,No,1,2019-1,Q1-2019
9691,"Around 9:40 am (Morning) during a corrective turbine service, a GE employee was attacked by hornets. The employee got out of the vehicle and felt the turbine, when he was going to open the turbine, he was attacked by hornets that were located below the turbine access ladder.",en,2019-01-16T00:00:00.000Z,Injury,"Bite, Sting (insect or animal)","Por volta das 09:40 (Manhã)  durante um atendimento de uma turbina em corretiva, um colaborador GE foi atacado por marimbondos. O colaborador saiu do veículo é foi sentindo a turbina, quando iria realizar a abertura da turbina o mesmo foi atacado por marimbondos que encotrava-se abaixo da escada de acesso da turbina.",Brazil,Jose Anderson Silva de So Mamede,Devido estamos no verão na região aumenta o fluxo de marimbodos no site isso ocasionou a picada do animal no colaborador,Allergic Reaction,,Risk Assessment,DDS - Com todos os colaboradores. Inspeção das esacads antes de acessar a turbina. Realizar Stop Work é informar o cliente sobre o assunto.,0,"Reealimos um DDS, com todos os colaboradores referente ao asssunto como também falamos com o time do cleinte refente a presença de animais peçonhentos nos pads, é que será realizado Stop work caso encontre os mesmos nos Pads.",2.0190212E7,Inadequate Control System Setup or Failure,2019-01-16T00:00:00.000Z,2019,Level C,GE Renewable Energy,Digital Services,DS - ONW LATAM - OM and Services,LATAM,Yes,1,2019-1,Q1-2019
9692,"While being in a long term relocation (site person), the IP spent the night in a AirBNB accomodation. After taking a shower, the bathroom mirror fell and IP tried to catch it up. He accidentally hurt his wrist with a piece of glass from the mirror. He called emergency services and was sent to hospital.",en,2019-01-16T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","While being in a long term relocation (site person), the IP spent the night in a AirBNB accomodation. After taking a shower, the bathroom mirror fell and IP tried to catch it up. He accidentally hurt his wrist with a piece of glass from the mirror. He called emergency services and was sent to hospital.",Multi-Country,SADET KADIC,,,,Unknown,,0,Non work related,2.0190118E7,,2019-01-16T00:00:00.000Z,2019,Level C,GE Renewable Energy,Hydro,Hydro - EMEA and Russia - OM and Services,Multi-Region,Yes,1,2019-1,Q1-2019
9693,The technicians did a pitch motor change in a 2.75 MW turbine. They moved the new motor with the proper equipment trough the spinner.  A gust of wind captured the turbine when the FT pulled the motor with a chain hoist to the hub and the motor started to swing. The fingers from the injured were place on the entrance ladder and the motor hit them with the result that the skin gets small cuts on three fingers. They cleaned the wound and applied some plaster.,en,2019-01-16T00:00:00.000Z,Injury,"Abrasion, Scratches (superficial)",The technicians did a pitch motor change in a 2.75 MW turbine. They moved the new motor with the proper equipment trough the spinner.  A gust of wind captured the turbine when the FT pulled the motor with a chain hoist to the hub and the motor started to swing. The fingers from the injured were place on the entrance ladder and the motor hit them with the result that the skin gets small cuts on three fingers. They cleaned the wound and applied some plaster.,Multi-Country,[Not Recorded - Privacy],The IP didn`t realize the gusty wind and for that reason his fingers were in the line of fire.,,Improper lifting,Work at Heights,Keep the hands away from swinging parts.  Be prepared for gust of wind and if necessary use more  equipment to guide to motor without swinging into the hub.,0,EHS talk to the team wil be provided,2.0190118E7,,2019-01-16T00:00:00.000Z,2019,Level D,GE Renewable Energy,Digital Services,DS - ONW Europe - OM and Services,Multi-Region,Yes,1,2019-1,Q1-2019
9694,"While removing excess glue on shell during closing,.operator sipped,  to get support he hold web, the sharp edge of web which caused minor laceration injury.",en,2019-01-18T00:00:00.000Z,Injury,"Laceration, Cut, Open Wound","While removing excess glue on shell during closing,.operator sipped,  to get support he hold web, the sharp edge of web which caused minor laceration injury.",India,Purushothkumar P,"Glue finishing operation was done by one of the operator in between web. 8m from the root web.He stepped on the glue and slipped a little at that time he tried to hold the web to avoid falling,as I web is used for this process it has little extended surface and sharp edges. As the web was already fixed the moving part that is his hand,comes in contact with sharp part got injured.",,Employee awareness/attentiveness,Ergonomics,"1.Bigger length Inlet made out of metal need to be given to avoid entry of operators in between web. 2.Safety awareness communication to all concerned persons, on critical check points. 3.Avoid working fast to complete the task,in small area.",0,1.Cut resistance gloves provided to operators who will move inside web for glue finishing. 2.Bigger length light weight metal rod  provided. 3.Refresh training provided for operator regarding job.,2.019041E7,"Inadequate job planning, instruction, supervision",2019-01-18T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Dabaspet,ASEAN/India/JP/KR,Yes,1,2019-1,Q1-2019
9695,Employee reports irritation of knee  but could not identify any location it started.,en,2019-01-18T00:00:00.000Z,Injury,"Contusion, Bruise",Employee reports irritation of knee  but could not identify any location it started.,US,Nathan Beck,,,,Management of Change,Discipline employee for late reporing,0,As described,2.0190401E7,,2019-01-18T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Grand Forks,US,Yes,1,2019-1,Q1-2019
9696,TEnin omuz bölgesine 17.metrelerde atılan güçlendirmelerde çıkan havalara del-doldur yaparken şırıngadan reçine bastığı esnada şırınganın ucunun yamulması sonucu reçine yüzüne gelmiş ve yarımyüz maskesi-gözlük kullanan çalışanın sol gözüne reçine kaçmıştır.,tr,2019-01-19T00:00:00.000Z,Injury,Eye Irritation,TEnin omuz bölgesine 17.metrelerde atılan güçlendirmelerde çıkan havalara del-doldur yaparken şırıngadan reçine bastığı esnada şırınganın ucunun yamulması sonucu reçine yüzüne gelmiş ve yarımyüz maskesi-gözlük kullanan çalışanın sol gözüne reçine kaçmıştır.,Turkey,Suleyman Gursoy,Yapılan kimyasal işlemde tamyüz maskenin kullanılmaması.,,Proper PPE not used for task,Chemical Management,Kimyasalla yapılan işlemlerde sıçramalara karşı önlem olarak tamyüz maskesi ile çalışılmalıdır.,0,"Kimyasallarla çalışmada ilgili KKDlerin kullanımı hakkında çalışanlara tek nokta dersi sağlandığı için kapatılmış olup, durumun tekrar gözlemlenmesi durumunda ilgili ATS yine açılacaktır.",2.0190124E7,,2019-01-19T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,Yes,1,2019-1,Q1-2019
9697,An employee was bitten by Honey Bee. He was given first aid and he came back to work.,en,2019-01-18T00:00:00.000Z,Injury,"Bite, Sting (insect or animal)",An employee was bitten by Honey Bee. He was given first aid and he came back to work.,India,CHIRAG TRIVEDI,Honey comb was removed from the work location proactively.,Exposure to Animals/Insects/Plants,,Risk Assessment,,0,Assigned action is closed.,2.0190131E7,Inadequate Control System Setup or Failure,2019-01-18T00:00:00.000Z,2019,Level D,GE Renewable Energy,Hydro,"Hydro - Baroda, India (Vadodara)",ASEAN/India/JP/KR,Yes,1,2019-1,Q1-2019
9698,Kapama işleminde glue uygulaması sırasında peroksit hortumu patlayarak operatörün sağ boyun bölgesine peroksit sıçraması gerçekleşmiştir.,tr,2019-01-21T00:00:00.000Z,Injury,Skin Irritation,Kapama işleminde glue uygulaması sırasında peroksit hortumu patlayarak operatörün sağ boyun bölgesine peroksit sıçraması gerçekleşmiştir.,Turkey,Deniz Yener,Peroksit hortum bağlantı noktasının kullanımdan dolayı burkularak patlaması.,Defective/worn/maladjusted tool/equipment,Equipment/tool used improperly,Machine Safety / Guarding,Bakım departmanın aylık periyotlarla hortumların değişmesinin sağlanması. Uygulama yapılmadan önce otonom bakımlarının iyi yapılması. Hortumların toplanmaların ve açılmalarında burkulmaların önlenmesi takıp edilmesi.,0,432 nolu ats ile kaza üzerinde aksiyon alınmıştır.,2.0190128E7,Inadequately maintained tools/equipment,2019-01-21T00:00:00.000Z,2019,Level D,GE Renewable Energy,LM Wind Power,Bergama,MENAT,Yes,1,2019-1,Q1-2019
